0.000000	0.514000	music
0.514000	3.230000	speech
3.230000	3.362000	music
3.362000	5.406000	speech
5.406000	6.274000	music
6.274000	8.670000	speech
8.670000	8.898000	music
8.898000	11.678000	speech
11.678000	12.386000	music
12.386000	17.630000	speech
17.630000	18.434000	music
18.434000	22.622000	speech
22.622000	23.010000	music
23.010000	24.030000	speech
24.030000	24.418000	music
24.418000	26.046000	speech
26.046000	26.402000	music
26.402000	28.798000	speech
28.798000	29.250000	music
29.250000	31.198000	speech
31.198000	31.650000	music
