0.000	0.514	inactive
0.514	1.000	speech
1.000	2.000	music
2.000	3.000	speech
3.000	4.000	music
4.000	5.000	speech
5.000	6.000	music
6.000	6.230	speech
6.230	6.362	inactive
6.362	7.000	speech
7.000	8.000	music
8.000	9.000	speech
9.000	10.000	music
10.000	10.406	speech
10.406	11.000	inactive
11.000	12.000	music
12.000	12.274	inactive
12.274	13.000	speech
13.000	14.000	music
14.000	15.000	speech
15.000	16.000	music
16.000	16.670	speech
16.670	16.898	inactive
16.898	17.000	speech
17.000	18.000	music
18.000	19.000	speech
19.000	20.000	music
20.000	21.000	speech
21.000	22.000	music
22.000	22.678	speech
22.678	23.000	inactive
23.000	24.000	music
24.000	24.386	inactive
24.386	25.000	speech
25.000	26.000	music
26.000	27.000	speech
27.000	28.000	music
28.000	29.000	speech
29.000	30.000	music
