0.000000	0.290000	music
0.290000	4.510000	speech
4.510000	4.770000	music
4.770000	6.878000	speech
6.878000	7.426000	music
7.426000	10.286995	speech
10.286995	10.722000	music
10.722000	14.654000	speech
14.654000	14.786000	music
14.786000	18.398000	speech
18.398000	18.754000	music
18.754000	20.636335	speech
20.636335	21.090000	music
21.090000	25.686314	speech
25.686314	25.986000	music
25.986000	27.838000	speech
27.838000	28.226000	music
28.226000	30.814000	speech
30.814000	31.586000	music
31.586000	32.190000	speech
32.190000	32.610000	music
32.610000	34.782000	speech
34.782000	34.955000	music
