0.000	0.514	inactive
0.514	1.000	speech
1.000	2.000	music
2.000	3.000	inactive
3.000	4.000	speech
4.000	5.000	music
5.000	6.000	inactive
6.000	7.000	speech
7.000	8.000	music
8.000	9.000	inactive
9.000	9.230	speech
9.230	9.362	inactive
9.362	10.000	speech
10.000	11.000	music
11.000	12.000	inactive
12.000	13.000	speech
13.000	14.000	music
14.000	15.000	inactive
15.000	15.406	speech
15.406	16.000	inactive
16.000	17.000	music
17.000	18.000	inactive
18.000	18.274	inactive
18.274	19.000	speech
19.000	20.000	music
20.000	21.000	inactive
21.000	22.000	speech
22.000	23.000	music
23.000	24.000	inactive
24.000	24.670	speech
24.670	24.898	inactive
24.898	25.000	speech
25.000	26.000	music
26.000	27.000	inactive
27.000	28.000	speech
28.000	29.000	music
29.000	30.000	inactive
