0.000	0.258	inactive
0.258	1.000	speech
1.000	2.000	music
2.000	3.000	inactive
3.000	3.290	inactive
3.290	4.000	speech
4.000	5.000	music
5.000	6.000	inactive
6.000	6.450	inactive
6.450	7.000	speech
7.000	8.000	music
8.000	9.000	inactive
9.000	9.258	inactive
9.258	10.000	speech
10.000	11.000	music
11.000	12.000	inactive
12.000	12.514	inactive
12.514	13.000	speech
13.000	14.000	music
14.000	15.000	inactive
15.000	15.578	inactive
15.578	16.000	speech
16.000	17.000	music
17.000	18.000	inactive
18.000	18.854	speech
18.854	19.000	inactive
19.000	20.000	music
20.000	21.000	inactive
21.000	22.000	speech
22.000	23.000	music
23.000	24.000	inactive
24.000	25.000	speech
25.000	26.000	music
26.000	27.000	inactive
27.000	28.000	speech
28.000	29.000	music
29.000	30.000	inactive
