0.000	0.290	inactive
0.290	1.000	speech
1.000	2.000	music
2.000	2.450	inactive
2.450	3.000	speech
3.000	4.000	music
4.000	4.258	inactive
4.258	5.000	speech
5.000	6.000	music
6.000	6.514	inactive
6.514	7.000	speech
7.000	8.000	music
8.000	8.578	inactive
8.578	9.000	speech
9.000	10.000	music
10.000	10.258	inactive
10.258	11.000	speech
11.000	12.000	music
12.000	13.000	speech
13.000	14.000	music
14.000	15.000	speech
15.000	16.000	music
16.000	17.000	speech
17.000	18.000	music
18.000	19.000	speech
19.000	20.000	music
20.000	21.000	speech
21.000	22.000	music
22.000	22.854	speech
22.854	23.000	inactive
23.000	24.000	music
24.000	25.000	speech
25.000	26.000	music
26.000	27.000	speech
27.000	28.000	music
28.000	29.000	speech
29.000	30.000	music
