0.000	0.514	inactive
0.514	2.000	speech
2.000	4.000	music
4.000	4.578	inactive
4.578	6.000	speech
6.000	8.000	music
8.000	8.258	inactive
8.258	9.854	speech
9.854	10.000	inactive
10.000	12.000	music
12.000	12.290	inactive
12.290	14.000	speech
14.000	16.000	music
16.000	16.450	inactive
16.450	18.000	speech
18.000	20.000	music
20.000	20.258	inactive
20.258	22.000	speech
22.000	24.000	music
24.000	25.230	speech
25.230	25.362	inactive
25.362	26.000	speech
26.000	28.000	music
28.000	29.646	speech
29.646	30.000	inactive
